timestamp,comment-id,author-id,agrees,disagrees,moderated,comment-body
1466117102880,61,152,2,0,-1,我認為在國民教育階段，政府的教育經費應該照顧到每個學生，包含在校生跟合法申請非學校教育型態的學生。
1466050784383,60,140,35,0,0,多元社會需要多元的學習方式
1466049904918,59,138,30,1,0,给孩子多種途径發展個人專才.自我能力.興趣的環境。能補足學校通才教不足之處。
1466035702382,58,0,34,0,0,我認為，教育局應主動公開申訴管道，家庭若遇到個別審議委員有專業和態度上的問題，可以提出申訴。事態嚴重時教育局應將不適任者更換。
1466035503127,57,0,19,3,0,我認為，國中小階段，個別審議委員的專業和態度可能有問題，但審議制度本身，用來替代強迫入學條例，實現其背後「保障學生學習權」的思維，是合理的。
1466034241511,56,0,30,1,0,我認為，最初高中自學申請制度的設計，主要是為了讓專才的自學生也能升學。專才的學生在某項領域傑出，但不是所有學科都能考過同等學力，所以才需要新的管道來與原本的管道並行。
1466034044425,55,0,26,1,0,我認為，高中職已無強迫入學，如果不想上學，不必申請自學，可以透過同等學力來取得升學資格。高中自學只是一個加開的選項。
1465722411433,54,69,16,10,0,實驗教育是ㄧ種超越現狀的想法，很多是ㄧ種新理想新理念，所以計劃書應可只列出理念，審議可再開一場期末審議。
1465722163829,53,69,27,3,0,我覺得打學期成績給學校是多餘的動作，除非法規是規定自學的學習內容需與學校課程ㄧ模ㄧ樣，否則全是應付的作法。
1465659412418,52,2,34,0,0,中央的教育主管機關應該多主動確認、協助地方政府承辦人熟悉相關法規、業務跟流程。
1465658800936,51,2,20,8,0,雖然家長不見得會故意想害自己的孩子，但思慮不周、計畫失當的自學，確實會剝奪孩子的學習跟發展。
1465658441665,50,2,22,4,0,家長打成績給學校時，家長(主要教學者)怎麼打分數，學校照著登記就好。
1465658411975,49,2,20,8,0,家長打成績給學校時，應提供學校一些學習記錄或成果當證明。
1465658321047,48,2,19,5,0,設籍學校應該主動關心自學生的狀況，並了解學習狀況。
1465658243269,47,2,14,9,0,家長及教學人員的學經歷佐證資料是必須的，避免發生人頭或虛報的事件。
1465658208438,46,2,25,4,0,缺乏資源跟監督的自學家庭，有可能讓家長傷害、阻礙孩子而不自知。
1465658107176,45,2,14,9,0,審議只是形式，實際上會怎麼做，根本不會跟計劃一樣。
1465658007469,44,2,29,0,0,審議會不應該只是形式。
1465657952704,43,2,34,0,0,自學生跟學校有合作很好，沒合作、不來往也沒有關係。
1465657910320,42,2,28,1,0,"準備自學計畫前，詳讀""非學校型態實驗教育實施條例""(法規)是必須的。"
1465657821733,41,2,20,7,0,"自學計畫裡，說清楚""怎麼做""比""為什麼要自學""或""理念""更重要，才知道家長及孩子的規劃是甚麼。"
1465574371816,40,127,22,8,0,自學是培養孩子自主學習的能力，而不是填鴨式的教育，如果自學又要被框在某些標準下，要求符合所謂審查委員認知的標準，不也是另一種威權的呈現，換湯不換藥！
1465442080338,39,9,33,2,0,我認為若第一次申請非學校型態實驗計畫未通過，應給從立法端給與一學期的準備/調整時間，讓自學家庭能有充份的準備，再度提出申請或覆議。（能有緩衝期降低強迫入學條例太快速的介入）
1465394702169,38,109,37,2,0,應經常舉辦體制學校、另類學校、非學校（含小規模共學群組、與自學）的交流，以相互觀摩，彼此成長。但不認為應該由政府來組織，應由民間自發。畢竟政府身為資本累積促進管理委員會有太多可能性與以人為本的教育理念背道而馳。整府只扮演輔助的角色。
1465354592437,37,59,14,16,0,我認為自學如果採報備制，政府也沒有義務提供相關補助及協助，經由學力鑑定通過後即可取得學歷證書。
1465353572944,36,59,26,7,0,我認為可採核備制搭配期中訪視及期末成果報告
1465351294135,35,92,43,7,0,自學家長需學習，尤其過去沒有學過的，例如生涯輔導等議題
1465330550040,34,88,27,13,0,中華民國的教育特殊之處，就是基本上最重要的組成人員—「老師」基本上是沒有教育熱情的，在公務員至上就是最棒的人生出路的深層思維之下，我嚴重懷疑他們能平等地看待各種不同的學生及他們的受教權。
1465326129038,33,59,39,5,0,我認為每年的審議結果應該公布通過年限的相對應人數資料
1465312191014,32,2,40,5,0,我認為，按照學校框架或範本寫出來的計畫書，讀來令人痛苦乏味。
1465312092319,31,2,46,3,0,我認為，若教育局(處)要提供計畫書範本，不能只提供表格，更應該依據條例要求的內容，寫出引導式說明，且具開放性，而非侷限於學校框架。
1465306763632,30,78,39,5,0,主管機關應根據第２４條，「應」採取更為主動的態度，「提供必要之協助及輔導」等積極作為。 第 24 條：直轄市、縣（市）主管機關對學生、家長、團體或機構於申請、參與或辦理實驗教育之過程中，應提供必要之協助及輔導。
1465306711407,29,3,38,8,0,審議應該中央以輔導團的方式統一辦理，避免地方因為審委會組成差異太大，而標準不同。
1465304145915,28,69,49,3,0,自學生應可運用跨學區的教育資源，只要跟校方提出申請，沒重大問題，各政府機關學校不得拒絕。自學生可不受學籍限定。
1463540388577,13,6,4,0,-1,我只是在測試，請忽略~
1465275959186,27,41,3,0,-1,國內沒有足夠且多元的就學管道與選擇  自學團體勢將如雨後春筍般增加  台灣教改已20餘年  人才均在民間  主管單位及執政者  您知道嗎?
1465274236358,26,33,44,6,0,我主張因應日益增加的自學申請與實驗教育相關政策，教育部與各地縣市政府應增設實驗教育署、科、室等主責單位。
1465268477150,25,23,38,12,0,我認為小學低年級和中高年級的自學方向很不一樣，審議時應該分開審議。
1465267772534,24,24,66,6,0,我認為台灣應該開始為自學生與非學校教育的學生群組們，提供未來升大學的方法與管道。
1465263545967,23,0,59,5,0,我認為自學申請件數較多的縣市教育局，應該增加審議委員的人數，才能維持比較好的審議品質
1464839108349,22,14,54,4,0,我認為可以以促進會的身分發起對話，且需彰顯自學生的學習脈絡和不同的學習派典。
1464830448427,21,2,63,4,0,我認為，實驗教育三法的立法精神與現況應列入教師在職研習。
1464830433661,20,2,66,3,0,我認為，實驗教育三法的立法精神與現況應列入高中以下主任、校長培訓研習內容。
1464830316384,19,2,83,2,0,我認為每年各縣市都應舉辦至少一次自學申請說明會，提供充分的資訊讓有需要的家庭有機會就近了解。
1464830206921,18,2,54,5,0,我認為在家自學的法規精神應以輔導錯誤、資源協助申請人為優先，而非直接決定申請人通過與否。
1464830091230,17,2,8,50,0,我認為在家自學要改為報備制的話，學生必須參加學校月考，分數及格就可以繼續自學。
1463907307459,16,2,50,2,0,可以溝通及理解家長想做的協同老師是重要的，但家長還是要掌握主導權，老師是配合家長及孩子，以孩子為主。
1463907165327,15,2,79,1,0,為孩子選擇自學之前，家長需要充分了解自己跟孩子、盤點資源、權利義務，而非人云亦云。
1463907002280,14,2,70,4,0,我認為政府應該投注資源、經費，廣泛舉辦研習訓練，讓審議委員、家長、老師、社區人士都可自由參加。
1463538041414,12,0,87,0,0,我認為在國民義務教育階段，政府的教育經費應該照顧到每一位學生，包含在校生以及合法申請非學校教育的學生。
1463449722075,11,4,58,4,0,學生有權參與他自己的學習選擇，成人有責任協助學生了解他將接受的教育方式與內容，因此自學計畫書或各校的入學申請書都應包含學生與父母的共同簽名。
1463449340838,10,4,75,2,0,政府對教育機構的評鑑報告應該公開。
1463449299282,9,4,72,1,0,國民義務教育階段，各學區內的公、私、另類辦學機構都有責任讓居民了解該機構的辦學理念與實際作法。
1463449167352,8,4,79,1,0,就像家醫科一樣，父母在為子女決定教育型態的選擇時，應該有地方得到諮詢與協助。
1463449011984,7,4,80,4,0,政府應經常舉辦體制學校、另類學校、非學校（含小規模共學群組、與自學）的交流，以相互觀摩，彼此成長。
1463447074833,6,0,25,14,0,我曾有國中小階段的自學經驗
1463413056615,5,3,55,15,1,如果進一步要推教育券等各種補助，政府的審議是必須的，否則無法對大眾交代。
1463377929420,4,0,45,10,1,我覺得如果制度改為自學申請報備即通過，看似自由，但是卻沒有辦法保障學生的學習權。在不需要成果發表、沒有任何監督機制的情況下，家長如果做了不利於孩子身心發展的安排，政府也無從得知和介入。
1463377554988,3,0,70,2,1,我認為政府應該將自學審議的機制，擴大成「審議加上支持」的機制，特別在協助弱勢家庭的方面。
1463377217158,2,0,71,1,1,我認為一般學校也應該有學習計畫、學習檔案、成果發表，只靠紙筆考試太過狹窄，無法發展個人特色，也無益於精準瞭解學生哪裡會、哪裡需要幫忙。
1463376833162,1,0,64,1,1,我認為教育局主動公開非學校審議委員的名單以及簡歷，有助於申請人和審議委員的相互信任。
1463374190860,0,0,76,0,1,我認為，如果強迫所有人上一樣的學校，但是學校卻沒有讓其中所有學校都能良好學習，這樣的強迫實質上是在侵害學生的學習權。
